Verse Key,Book ID,Chapter,Verse,Translation 1,Translation 2,Similarity,Text 1,Text 2
JOB_003_014,JOB,3,14,Darby Bible,World English Bible,0.75,"With kings and counsellors of the earth, who build desolate places for themselves,","with kings and counselors of the earth,
who built up waste places for themselves;
"
JOB_003_014,JOB,3,14,Darby Bible,King James Version,0.96,"With kings and counsellors of the earth, who build desolate places for themselves,","With kings and counsellors of the earth, which built desolate places for themselves;
"
JOB_003_014,JOB,3,14,American Standard Version (1901),World English Bible,0.88,"With kings and counsellors of the earth, Who built up waste places for themselves;","with kings and counselors of the earth,
who built up waste places for themselves;
"
JOB_003_014,JOB,3,14,Darby Bible,"World English Bible, British Edition",0.79,"With kings and counsellors of the earth, who build desolate places for themselves,","with kings and counsellors of the earth,
who built up waste places for themselves;
"
JOB_003_014,JOB,3,14,American Standard Version (1901),Bible in Basic English,0.62,"With kings and counsellors of the earth, Who built up waste places for themselves;","With kings and the wise ones of the earth, who put up great houses for themselves;"
JOB_003_014,JOB,3,14,American Standard Version (1901),Darby Bible,0.82,"With kings and counsellors of the earth, Who built up waste places for themselves;","With kings and counsellors of the earth, who build desolate places for themselves,"
JOB_003_015,JOB,3,15,American Standard Version (1901),King James Version,0.98,"Or with princes that had gold, Who filled their houses with silver:","Or with princes that had gold, who filled their houses with silver:
"
JOB_003_015,JOB,3,15,American Standard Version (1901),World English Bible,0.88,"Or with princes that had gold, Who filled their houses with silver:","or with princes who had gold,
who filled their houses with silver:
"
JOB_003_015,JOB,3,15,American Standard Version (1901),"World English Bible, British Edition",0.88,"Or with princes that had gold, Who filled their houses with silver:","or with princes who had gold,
who filled their houses with silver;
"
JOB_003_015,JOB,3,15,Bible in Basic English,Darby Bible,0.89,"Or with rulers who had gold, and whose houses were full of silver;","Or with princes who had gold, who filled their houses with silver;"
JOB_003_015,JOB,3,15,Bible in Basic English,Douay-Rheims 1899 American Edition,0.86,"Or with rulers who had gold, and whose houses were full of silver;","Or with princes, that possess gold, and All their houses with silver:"
JOB_003_015,JOB,3,15,Bible in Basic English,King James Version,0.88,"Or with rulers who had gold, and whose houses were full of silver;","Or with princes that had gold, who filled their houses with silver:
"
JOB_003_015,JOB,3,15,Bible in Basic English,World English Bible,0.8,"Or with rulers who had gold, and whose houses were full of silver;","or with princes who had gold,
who filled their houses with silver:
"
JOB_003_015,JOB,3,15,Bible in Basic English,"World English Bible, British Edition",0.81,"Or with rulers who had gold, and whose houses were full of silver;","or with princes who had gold,
who filled their houses with silver;
"
JOB_003_015,JOB,3,15,Darby Bible,King James Version,0.99,"Or with princes who had gold, who filled their houses with silver;","Or with princes that had gold, who filled their houses with silver:
"
JOB_003_015,JOB,3,15,Darby Bible,World English Bible,0.9,"Or with princes who had gold, who filled their houses with silver;","or with princes who had gold,
who filled their houses with silver:
"
JOB_003_015,JOB,3,15,Darby Bible,"World English Bible, British Edition",0.9,"Or with princes who had gold, who filled their houses with silver;","or with princes who had gold,
who filled their houses with silver;
"
JOB_003_015,JOB,3,15,Douay-Rheims 1899 American Edition,King James Version,0.91,"Or with princes, that possess gold, and All their houses with silver:","Or with princes that had gold, who filled their houses with silver:
"
JOB_003_015,JOB,3,15,Douay-Rheims 1899 American Edition,"World English Bible, British Edition",0.8,"Or with princes, that possess gold, and All their houses with silver:","or with princes who had gold,
who filled their houses with silver;
"
JOB_003_015,JOB,3,15,King James Version,World English Bible,0.92,"Or with princes that had gold, who filled their houses with silver:
","or with princes who had gold,
who filled their houses with silver:
"
JOB_003_015,JOB,3,15,King James Version,"World English Bible, British Edition",0.92,"Or with princes that had gold, who filled their houses with silver:
","or with princes who had gold,
who filled their houses with silver;
"
JOB_003_015,JOB,3,15,World English Bible,"World English Bible, British Edition",1.0,"or with princes who had gold,
who filled their houses with silver:
","or with princes who had gold,
who filled their houses with silver;
"
JOB_003_015,JOB,3,15,Darby Bible,Douay-Rheims 1899 American Edition,0.91,"Or with princes who had gold, who filled their houses with silver;","Or with princes, that possess gold, and All their houses with silver:"
JOB_003_015,JOB,3,15,Douay-Rheims 1899 American Edition,World English Bible,0.8,"Or with princes, that possess gold, and All their houses with silver:","or with princes who had gold,
who filled their houses with silver:
"
JOB_003_015,JOB,3,15,American Standard Version (1901),Douay-Rheims 1899 American Edition,0.91,"Or with princes that had gold, Who filled their houses with silver:","Or with princes, that possess gold, and All their houses with silver:"
JOB_003_015,JOB,3,15,American Standard Version (1901),Bible in Basic English,0.87,"Or with princes that had gold, Who filled their houses with silver:","Or with rulers who had gold, and whose houses were full of silver;"
JOB_003_015,JOB,3,15,American Standard Version (1901),Darby Bible,0.98,"Or with princes that had gold, Who filled their houses with silver:","Or with princes who had gold, who filled their houses with silver;"
JOB_003_016,JOB,3,16,World English Bible,"World English Bible, British Edition",1.0,"or as a hidden untimely birth I had not been,
as infants who never saw light.
","or as a hidden untimely birth I had not been,
as infants who never saw light.
"
JOB_003_016,JOB,3,16,King James Version,"World English Bible, British Edition",0.94,"Or as an hidden untimely birth I had not been; as infants
which
 never saw light.
","or as a hidden untimely birth I had not been,
as infants who never saw light.
"
JOB_003_016,JOB,3,16,King James Version,World English Bible,0.94,"Or as an hidden untimely birth I had not been; as infants
which
 never saw light.
","or as a hidden untimely birth I had not been,
as infants who never saw light.
"
JOB_003_016,JOB,3,16,Douay-Rheims 1899 American Edition,"World English Bible, British Edition",0.79,"Or as a hidden untimely birth I should not be, or as they that being conceived have not seen the light.","or as a hidden untimely birth I had not been,
as infants who never saw light.
"
JOB_003_016,JOB,3,16,Douay-Rheims 1899 American Edition,World English Bible,0.79,"Or as a hidden untimely birth I should not be, or as they that being conceived have not seen the light.","or as a hidden untimely birth I had not been,
as infants who never saw light.
"
JOB_003_016,JOB,3,16,Douay-Rheims 1899 American Edition,King James Version,0.81,"Or as a hidden untimely birth I should not be, or as they that being conceived have not seen the light.","Or as an hidden untimely birth I had not been; as infants
which
 never saw light.
"
JOB_003_016,JOB,3,16,Darby Bible,"World English Bible, British Edition",0.92,Or as a hidden untimely birth I had not been; as infants that have not seen the light.,"or as a hidden untimely birth I had not been,
as infants who never saw light.
"
JOB_003_016,JOB,3,16,American Standard Version (1901),Bible in Basic English,0.8,"Or as a hidden untimely birth I had not been, As infants that never saw light.",Or as a child dead at birth I might never have come into existence; like young children who have not seen the light.
JOB_003_016,JOB,3,16,Darby Bible,King James Version,0.98,Or as a hidden untimely birth I had not been; as infants that have not seen the light.,"Or as an hidden untimely birth I had not been; as infants
which
 never saw light.
"
JOB_003_016,JOB,3,16,Darby Bible,Douay-Rheims 1899 American Edition,0.83,Or as a hidden untimely birth I had not been; as infants that have not seen the light.,"Or as a hidden untimely birth I should not be, or as they that being conceived have not seen the light."
JOB_003_016,JOB,3,16,Bible in Basic English,World English Bible,0.79,Or as a child dead at birth I might never have come into existence; like young children who have not seen the light.,"or as a hidden untimely birth I had not been,
as infants who never saw light.
"
JOB_003_016,JOB,3,16,Bible in Basic English,King James Version,0.79,Or as a child dead at birth I might never have come into existence; like young children who have not seen the light.,"Or as an hidden untimely birth I had not been; as infants
which
 never saw light.
"
JOB_003_016,JOB,3,16,Bible in Basic English,Douay-Rheims 1899 American Edition,0.74,Or as a child dead at birth I might never have come into existence; like young children who have not seen the light.,"Or as a hidden untimely birth I should not be, or as they that being conceived have not seen the light."
JOB_003_016,JOB,3,16,Bible in Basic English,Darby Bible,0.77,Or as a child dead at birth I might never have come into existence; like young children who have not seen the light.,Or as a hidden untimely birth I had not been; as infants that have not seen the light.
JOB_003_016,JOB,3,16,American Standard Version (1901),"World English Bible, British Edition",0.94,"Or as a hidden untimely birth I had not been, As infants that never saw light.","or as a hidden untimely birth I had not been,
as infants who never saw light.
"
JOB_003_016,JOB,3,16,American Standard Version (1901),World English Bible,0.94,"Or as a hidden untimely birth I had not been, As infants that never saw light.","or as a hidden untimely birth I had not been,
as infants who never saw light.
"
JOB_003_016,JOB,3,16,American Standard Version (1901),Douay-Rheims 1899 American Edition,0.8,"Or as a hidden untimely birth I had not been, As infants that never saw light.","Or as a hidden untimely birth I should not be, or as they that being conceived have not seen the light."
JOB_003_016,JOB,3,16,Darby Bible,World English Bible,0.92,Or as a hidden untimely birth I had not been; as infants that have not seen the light.,"or as a hidden untimely birth I had not been,
as infants who never saw light.
"
JOB_003_016,JOB,3,16,American Standard Version (1901),King James Version,0.97,"Or as a hidden untimely birth I had not been, As infants that never saw light.","Or as an hidden untimely birth I had not been; as infants
which
 never saw light.
"
JOB_003_016,JOB,3,16,American Standard Version (1901),Darby Bible,0.97,"Or as a hidden untimely birth I had not been, As infants that never saw light.",Or as a hidden untimely birth I had not been; as infants that have not seen the light.
JOB_003_016,JOB,3,16,Bible in Basic English,"World English Bible, British Edition",0.79,Or as a child dead at birth I might never have come into existence; like young children who have not seen the light.,"or as a hidden untimely birth I had not been,
as infants who never saw light.
"
JOB_003_017,JOB,3,17,American Standard Version (1901),Darby Bible,0.9,There the wicked cease from troubling; And there the weary are at rest.,There the wicked cease from troubling; and there the wearied are at rest.
JOB_003_017,JOB,3,17,King James Version,World English Bible,0.97,"There the wicked cease
from troubling; and there the weary be at rest.
","There the wicked cease from troubling.
There the weary are at rest.
"
JOB_003_017,JOB,3,17,Douay-Rheims 1899 American Edition,"World English Bible, British Edition",0.79,"There the wicked cease from tumult, and there the wearied in strength are at rest.","There the wicked cease from troubling.
There the weary are at rest.
"
JOB_003_017,JOB,3,17,Douay-Rheims 1899 American Edition,World English Bible,0.79,"There the wicked cease from tumult, and there the wearied in strength are at rest.","There the wicked cease from troubling.
There the weary are at rest.
"
JOB_003_017,JOB,3,17,Douay-Rheims 1899 American Edition,King James Version,0.81,"There the wicked cease from tumult, and there the wearied in strength are at rest.","There the wicked cease
from troubling; and there the weary be at rest.
"
JOB_003_017,JOB,3,17,Darby Bible,"World English Bible, British Edition",0.89,There the wicked cease from troubling; and there the wearied are at rest.,"There the wicked cease from troubling.
There the weary are at rest.
"
JOB_003_017,JOB,3,17,Darby Bible,World English Bible,0.89,There the wicked cease from troubling; and there the wearied are at rest.,"There the wicked cease from troubling.
There the weary are at rest.
"
JOB_003_017,JOB,3,17,Darby Bible,King James Version,0.9,There the wicked cease from troubling; and there the wearied are at rest.,"There the wicked cease
from troubling; and there the weary be at rest.
"
JOB_003_017,JOB,3,17,Darby Bible,Douay-Rheims 1899 American Edition,0.84,There the wicked cease from troubling; and there the wearied are at rest.,"There the wicked cease from tumult, and there the wearied in strength are at rest."
JOB_003_017,JOB,3,17,Bible in Basic English,"World English Bible, British Edition",0.74,"There the passions of the evil are over, and those whose strength has come to an end have rest.","There the wicked cease from troubling.
There the weary are at rest.
"
JOB_003_017,JOB,3,17,Bible in Basic English,World English Bible,0.74,"There the passions of the evil are over, and those whose strength has come to an end have rest.","There the wicked cease from troubling.
There the weary are at rest.
"
JOB_003_017,JOB,3,17,Bible in Basic English,King James Version,0.73,"There the passions of the evil are over, and those whose strength has come to an end have rest.","There the wicked cease
from troubling; and there the weary be at rest.
"
JOB_003_017,JOB,3,17,Bible in Basic English,Douay-Rheims 1899 American Edition,0.7,"There the passions of the evil are over, and those whose strength has come to an end have rest.","There the wicked cease from tumult, and there the wearied in strength are at rest."
JOB_003_017,JOB,3,17,Bible in Basic English,Darby Bible,0.65,"There the passions of the evil are over, and those whose strength has come to an end have rest.",There the wicked cease from troubling; and there the wearied are at rest.
JOB_003_017,JOB,3,17,American Standard Version (1901),"World English Bible, British Edition",0.99,There the wicked cease from troubling; And there the weary are at rest.,"There the wicked cease from troubling.
There the weary are at rest.
"
JOB_003_017,JOB,3,17,American Standard Version (1901),World English Bible,0.99,There the wicked cease from troubling; And there the weary are at rest.,"There the wicked cease from troubling.
There the weary are at rest.
"
JOB_003_017,JOB,3,17,American Standard Version (1901),King James Version,0.98,There the wicked cease from troubling; And there the weary are at rest.,"There the wicked cease
from troubling; and there the weary be at rest.
"
JOB_003_017,JOB,3,17,American Standard Version (1901),Douay-Rheims 1899 American Edition,0.8,There the wicked cease from troubling; And there the weary are at rest.,"There the wicked cease from tumult, and there the wearied in strength are at rest."
JOB_003_017,JOB,3,17,American Standard Version (1901),Bible in Basic English,0.74,There the wicked cease from troubling; And there the weary are at rest.,"There the passions of the evil are over, and those whose strength has come to an end have rest."
JOB_003_017,JOB,3,17,King James Version,"World English Bible, British Edition",0.97,"There the wicked cease
from troubling; and there the weary be at rest.
","There the wicked cease from troubling.
There the weary are at rest.
"
JOB_003_017,JOB,3,17,World English Bible,"World English Bible, British Edition",1.0,"There the wicked cease from troubling.
There the weary are at rest.
","There the wicked cease from troubling.
There the weary are at rest.
"
JOB_003_018,JOB,3,18,American Standard Version (1901),World English Bible,0.97,There the prisoners are at ease together; They hear not the voice of the taskmaster.,"There the prisoners are at ease together.
They don’t hear the voice of the taskmaster.
"
JOB_003_018,JOB,3,18,American Standard Version (1901),Douay-Rheims 1899 American Edition,0.47,There the prisoners are at ease together; They hear not the voice of the taskmaster.,"And they sometime bound together without disquiet, have not heard the voice of the oppressor."
JOB_003_018,JOB,3,18,American Standard Version (1901),King James Version,0.78,There the prisoners are at ease together; They hear not the voice of the taskmaster.,"There the prisoners rest together; they hear not the voice of the oppressor.
"
JOB_003_018,JOB,3,18,American Standard Version (1901),"World English Bible, British Edition",0.97,There the prisoners are at ease together; They hear not the voice of the taskmaster.,"There the prisoners are at ease together.
They don’t hear the voice of the taskmaster.
"
JOB_003_018,JOB,3,18,Bible in Basic English,Darby Bible,0.75,There the prisoners are at peace together; the voice of the overseer comes not again to their ears.,The prisoners together are at ease; they hear not the voice of the taskmaster.
JOB_003_018,JOB,3,18,Bible in Basic English,Douay-Rheims 1899 American Edition,0.46,There the prisoners are at peace together; the voice of the overseer comes not again to their ears.,"And they sometime bound together without disquiet, have not heard the voice of the oppressor."
JOB_003_018,JOB,3,18,Bible in Basic English,King James Version,0.76,There the prisoners are at peace together; the voice of the overseer comes not again to their ears.,"There the prisoners rest together; they hear not the voice of the oppressor.
"
JOB_003_018,JOB,3,18,Bible in Basic English,World English Bible,0.76,There the prisoners are at peace together; the voice of the overseer comes not again to their ears.,"There the prisoners are at ease together.
They don’t hear the voice of the taskmaster.
"
JOB_003_018,JOB,3,18,Bible in Basic English,"World English Bible, British Edition",0.76,There the prisoners are at peace together; the voice of the overseer comes not again to their ears.,"There the prisoners are at ease together.
They don’t hear the voice of the taskmaster.
"
JOB_003_018,JOB,3,18,Darby Bible,Douay-Rheims 1899 American Edition,0.48,The prisoners together are at ease; they hear not the voice of the taskmaster.,"And they sometime bound together without disquiet, have not heard the voice of the oppressor."
JOB_003_018,JOB,3,18,Darby Bible,King James Version,0.78,The prisoners together are at ease; they hear not the voice of the taskmaster.,"There the prisoners rest together; they hear not the voice of the oppressor.
"
JOB_003_018,JOB,3,18,Darby Bible,World English Bible,0.93,The prisoners together are at ease; they hear not the voice of the taskmaster.,"There the prisoners are at ease together.
They don’t hear the voice of the taskmaster.
"
JOB_003_018,JOB,3,18,Darby Bible,"World English Bible, British Edition",0.93,The prisoners together are at ease; they hear not the voice of the taskmaster.,"There the prisoners are at ease together.
They don’t hear the voice of the taskmaster.
"
JOB_003_018,JOB,3,18,Douay-Rheims 1899 American Edition,King James Version,0.61,"And they sometime bound together without disquiet, have not heard the voice of the oppressor.","There the prisoners rest together; they hear not the voice of the oppressor.
"
JOB_003_018,JOB,3,18,Douay-Rheims 1899 American Edition,World English Bible,0.45,"And they sometime bound together without disquiet, have not heard the voice of the oppressor.","There the prisoners are at ease together.
They don’t hear the voice of the taskmaster.
"
JOB_003_018,JOB,3,18,Douay-Rheims 1899 American Edition,"World English Bible, British Edition",0.45,"And they sometime bound together without disquiet, have not heard the voice of the oppressor.","There the prisoners are at ease together.
They don’t hear the voice of the taskmaster.
"
JOB_003_018,JOB,3,18,King James Version,World English Bible,0.74,"There the prisoners rest together; they hear not the voice of the oppressor.
","There the prisoners are at ease together.
They don’t hear the voice of the taskmaster.
"
JOB_003_018,JOB,3,18,American Standard Version (1901),Darby Bible,0.95,There the prisoners are at ease together; They hear not the voice of the taskmaster.,The prisoners together are at ease; they hear not the voice of the taskmaster.
JOB_003_018,JOB,3,18,King James Version,"World English Bible, British Edition",0.74,"There the prisoners rest together; they hear not the voice of the oppressor.
","There the prisoners are at ease together.
They don’t hear the voice of the taskmaster.
"
JOB_003_018,JOB,3,18,American Standard Version (1901),Bible in Basic English,0.79,There the prisoners are at ease together; They hear not the voice of the taskmaster.,There the prisoners are at peace together; the voice of the overseer comes not again to their ears.
JOB_003_018,JOB,3,18,World English Bible,"World English Bible, British Edition",1.0,"There the prisoners are at ease together.
They don’t hear the voice of the taskmaster.
","There the prisoners are at ease together.
They don’t hear the voice of the taskmaster.
"
JOB_003_019,JOB,3,19,King James Version,"World English Bible, British Edition",0.97,"The small and great are there; and the servant
is free from his master.
","The small and the great are there.
The servant is free from his master.
"
JOB_003_019,JOB,3,19,World English Bible,"World English Bible, British Edition",1.0,"The small and the great are there.
The servant is free from his master.
","The small and the great are there.
The servant is free from his master.
"
JOB_003_019,JOB,3,19,Darby Bible,Douay-Rheims 1899 American Edition,0.72,"The small and great are there, and the bondman freed from his master.","The small and great are there, and the servant is free from his master."
JOB_003_019,JOB,3,19,Douay-Rheims 1899 American Edition,World English Bible,0.97,"The small and great are there, and the servant is free from his master.","The small and the great are there.
The servant is free from his master.
"
JOB_003_019,JOB,3,19,Douay-Rheims 1899 American Edition,King James Version,1.0,"The small and great are there, and the servant is free from his master.","The small and great are there; and the servant
is free from his master.
"
JOB_003_019,JOB,3,19,Darby Bible,"World English Bible, British Edition",0.74,"The small and great are there, and the bondman freed from his master.","The small and the great are there.
The servant is free from his master.
"
JOB_003_019,JOB,3,19,Darby Bible,World English Bible,0.74,"The small and great are there, and the bondman freed from his master.","The small and the great are there.
The servant is free from his master.
"
JOB_003_019,JOB,3,19,Darby Bible,King James Version,0.72,"The small and great are there, and the bondman freed from his master.","The small and great are there; and the servant
is free from his master.
"
JOB_003_019,JOB,3,19,Bible in Basic English,"World English Bible, British Edition",0.98,"The small and the great are there, and the servant is free from his master.","The small and the great are there.
The servant is free from his master.
"
JOB_003_019,JOB,3,19,King James Version,World English Bible,0.97,"The small and great are there; and the servant
is free from his master.
","The small and the great are there.
The servant is free from his master.
"
JOB_003_019,JOB,3,19,Bible in Basic English,King James Version,0.98,"The small and the great are there, and the servant is free from his master.","The small and great are there; and the servant
is free from his master.
"
JOB_003_019,JOB,3,19,Bible in Basic English,Douay-Rheims 1899 American Edition,0.98,"The small and the great are there, and the servant is free from his master.","The small and great are there, and the servant is free from his master."
JOB_003_019,JOB,3,19,Bible in Basic English,Darby Bible,0.74,"The small and the great are there, and the servant is free from his master.","The small and great are there, and the bondman freed from his master."
JOB_003_019,JOB,3,19,American Standard Version (1901),"World English Bible, British Edition",0.98,The small and the great are there: And the servant is free from his master.,"The small and the great are there.
The servant is free from his master.
"
JOB_003_019,JOB,3,19,American Standard Version (1901),World English Bible,0.98,The small and the great are there: And the servant is free from his master.,"The small and the great are there.
The servant is free from his master.
"
JOB_003_019,JOB,3,19,American Standard Version (1901),King James Version,0.98,The small and the great are there: And the servant is free from his master.,"The small and great are there; and the servant
is free from his master.
"
JOB_003_019,JOB,3,19,American Standard Version (1901),Darby Bible,0.74,The small and the great are there: And the servant is free from his master.,"The small and great are there, and the bondman freed from his master."
JOB_003_019,JOB,3,19,American Standard Version (1901),Bible in Basic English,0.98,The small and the great are there: And the servant is free from his master.,"The small and the great are there, and the servant is free from his master."
JOB_003_019,JOB,3,19,Bible in Basic English,World English Bible,0.98,"The small and the great are there, and the servant is free from his master.","The small and the great are there.
The servant is free from his master.
"
JOB_003_019,JOB,3,19,American Standard Version (1901),Douay-Rheims 1899 American Edition,0.98,The small and the great are there: And the servant is free from his master.,"The small and great are there, and the servant is free from his master."
JOB_003_019,JOB,3,19,Douay-Rheims 1899 American Edition,"World English Bible, British Edition",0.97,"The small and great are there, and the servant is free from his master.","The small and the great are there.
The servant is free from his master.
"
JOB_003_020,JOB,3,20,World English Bible,"World English Bible, British Edition",1.0,"“Why is light given to him who is in misery,
life to the bitter in soul,
","“Why is light given to him who is in misery,
life to the bitter in soul,
"
JOB_003_020,JOB,3,20,King James Version,"World English Bible, British Edition",0.96,"Wherefore is light given to him that is in misery, and life unto the bitter
in soul;
","“Why is light given to him who is in misery,
life to the bitter in soul,
"
JOB_003_020,JOB,3,20,King James Version,World English Bible,0.96,"Wherefore is light given to him that is in misery, and life unto the bitter
in soul;
","“Why is light given to him who is in misery,
life to the bitter in soul,
"
JOB_003_020,JOB,3,20,American Standard Version (1901),Bible in Basic English,0.84,"Wherefore is light given to him that is in misery, And life unto the bitter in soul;","Why does he give light to him who is in trouble, and life to the bitter in soul;"
JOB_003_020,JOB,3,20,Bible in Basic English,World English Bible,0.86,"Why does he give light to him who is in trouble, and life to the bitter in soul;","“Why is light given to him who is in misery,
life to the bitter in soul,
"
JOB_003_020,JOB,3,20,Darby Bible,King James Version,0.93,"Wherefore is light given to him that is in trouble, and life to those bitter of soul,","Wherefore is light given to him that is in misery, and life unto the bitter
in soul;
"
JOB_003_020,JOB,3,20,Douay-Rheims 1899 American Edition,World English Bible,0.89,"Why is light given to him that is in misery, and life to them that are in bitterness of soul?","“Why is light given to him who is in misery,
life to the bitter in soul,
"
JOB_003_020,JOB,3,20,Douay-Rheims 1899 American Edition,"World English Bible, British Edition",0.89,"Why is light given to him that is in misery, and life to them that are in bitterness of soul?","“Why is light given to him who is in misery,
life to the bitter in soul,
"
JOB_003_020,JOB,3,20,American Standard Version (1901),Darby Bible,0.91,"Wherefore is light given to him that is in misery, And life unto the bitter in soul;","Wherefore is light given to him that is in trouble, and life to those bitter of soul,"
JOB_003_020,JOB,3,20,American Standard Version (1901),Douay-Rheims 1899 American Edition,0.87,"Wherefore is light given to him that is in misery, And life unto the bitter in soul;","Why is light given to him that is in misery, and life to them that are in bitterness of soul?"
JOB_003_020,JOB,3,20,American Standard Version (1901),King James Version,0.99,"Wherefore is light given to him that is in misery, And life unto the bitter in soul;","Wherefore is light given to him that is in misery, and life unto the bitter
in soul;
"
JOB_003_020,JOB,3,20,American Standard Version (1901),World English Bible,0.95,"Wherefore is light given to him that is in misery, And life unto the bitter in soul;","“Why is light given to him who is in misery,
life to the bitter in soul,
"
JOB_003_020,JOB,3,20,American Standard Version (1901),"World English Bible, British Edition",0.95,"Wherefore is light given to him that is in misery, And life unto the bitter in soul;","“Why is light given to him who is in misery,
life to the bitter in soul,
"
JOB_003_020,JOB,3,20,Bible in Basic English,Darby Bible,0.89,"Why does he give light to him who is in trouble, and life to the bitter in soul;","Wherefore is light given to him that is in trouble, and life to those bitter of soul,"
JOB_003_020,JOB,3,20,Bible in Basic English,Douay-Rheims 1899 American Edition,0.86,"Why does he give light to him who is in trouble, and life to the bitter in soul;","Why is light given to him that is in misery, and life to them that are in bitterness of soul?"
JOB_003_020,JOB,3,20,Douay-Rheims 1899 American Edition,King James Version,0.88,"Why is light given to him that is in misery, and life to them that are in bitterness of soul?","Wherefore is light given to him that is in misery, and life unto the bitter
in soul;
"
JOB_003_020,JOB,3,20,Bible in Basic English,King James Version,0.86,"Why does he give light to him who is in trouble, and life to the bitter in soul;","Wherefore is light given to him that is in misery, and life unto the bitter
in soul;
"
JOB_003_020,JOB,3,20,Bible in Basic English,"World English Bible, British Edition",0.86,"Why does he give light to him who is in trouble, and life to the bitter in soul;","“Why is light given to him who is in misery,
life to the bitter in soul,
"
JOB_003_020,JOB,3,20,Darby Bible,Douay-Rheims 1899 American Edition,0.82,"Wherefore is light given to him that is in trouble, and life to those bitter of soul,","Why is light given to him that is in misery, and life to them that are in bitterness of soul?"
JOB_003_020,JOB,3,20,Darby Bible,World English Bible,0.9,"Wherefore is light given to him that is in trouble, and life to those bitter of soul,","“Why is light given to him who is in misery,
life to the bitter in soul,
"
JOB_003_020,JOB,3,20,Darby Bible,"World English Bible, British Edition",0.9,"Wherefore is light given to him that is in trouble, and life to those bitter of soul,","“Why is light given to him who is in misery,
life to the bitter in soul,
"
JOB_003_021,JOB,3,21,Darby Bible,Douay-Rheims 1899 American Edition,0.82,"Who long for death, and it [cometh] not, and dig for it more than for hidden treasures;","That look for death, and it cometh not, as they that dig for a treasure:"
JOB_003_021,JOB,3,21,Bible in Basic English,"World English Bible, British Edition",0.68,"To those whose desire is for death, but it comes not; who are searching for it more than for secret wealth;","who long for death, but it doesn’t come;
and dig for it more than for hidden treasures,
"
JOB_003_021,JOB,3,21,Darby Bible,King James Version,0.91,"Who long for death, and it [cometh] not, and dig for it more than for hidden treasures;","Which long for death, but it
cometh not; and dig for it more than for hid treasures;
"
JOB_003_021,JOB,3,21,Douay-Rheims 1899 American Edition,World English Bible,0.76,"That look for death, and it cometh not, as they that dig for a treasure:","Who long for death, but it doesn’t come;
and dig for it more than for hidden treasures,
"
JOB_003_021,JOB,3,21,Darby Bible,"World English Bible, British Edition",0.79,"Who long for death, and it [cometh] not, and dig for it more than for hidden treasures;","who long for death, but it doesn’t come;
and dig for it more than for hidden treasures,
"
JOB_003_021,JOB,3,21,Douay-Rheims 1899 American Edition,King James Version,0.79,"That look for death, and it cometh not, as they that dig for a treasure:","Which long for death, but it
cometh not; and dig for it more than for hid treasures;
"
JOB_003_021,JOB,3,21,Bible in Basic English,World English Bible,0.59,"To those whose desire is for death, but it comes not; who are searching for it more than for secret wealth;","Who long for death, but it doesn’t come;
and dig for it more than for hidden treasures,
"
JOB_003_021,JOB,3,21,Darby Bible,World English Bible,0.88,"Who long for death, and it [cometh] not, and dig for it more than for hidden treasures;","Who long for death, but it doesn’t come;
and dig for it more than for hidden treasures,
"
JOB_003_021,JOB,3,21,Bible in Basic English,King James Version,0.48,"To those whose desire is for death, but it comes not; who are searching for it more than for secret wealth;","Which long for death, but it
cometh not; and dig for it more than for hid treasures;
"
JOB_003_021,JOB,3,21,American Standard Version (1901),World English Bible,0.88,"Who long for death, but it cometh not, And dig for it more than for hid treasures;","Who long for death, but it doesn’t come;
and dig for it more than for hidden treasures,
"
JOB_003_021,JOB,3,21,Bible in Basic English,Darby Bible,0.55,"To those whose desire is for death, but it comes not; who are searching for it more than for secret wealth;","Who long for death, and it [cometh] not, and dig for it more than for hidden treasures;"
JOB_003_021,JOB,3,21,Bible in Basic English,Douay-Rheims 1899 American Edition,0.63,"To those whose desire is for death, but it comes not; who are searching for it more than for secret wealth;","That look for death, and it cometh not, as they that dig for a treasure:"
JOB_003_021,JOB,3,21,Douay-Rheims 1899 American Edition,"World English Bible, British Edition",0.73,"That look for death, and it cometh not, as they that dig for a treasure:","who long for death, but it doesn’t come;
and dig for it more than for hidden treasures,
"
JOB_003_021,JOB,3,21,King James Version,World English Bible,0.89,"Which long for death, but it
cometh not; and dig for it more than for hid treasures;
","Who long for death, but it doesn’t come;
and dig for it more than for hidden treasures,
"
JOB_003_021,JOB,3,21,King James Version,"World English Bible, British Edition",0.76,"Which long for death, but it
cometh not; and dig for it more than for hid treasures;
","who long for death, but it doesn’t come;
and dig for it more than for hidden treasures,
"
JOB_003_021,JOB,3,21,World English Bible,"World English Bible, British Edition",0.89,"Who long for death, but it doesn’t come;
and dig for it more than for hidden treasures,
","who long for death, but it doesn’t come;
and dig for it more than for hidden treasures,
"
JOB_003_021,JOB,3,21,American Standard Version (1901),King James Version,0.99,"Who long for death, but it cometh not, And dig for it more than for hid treasures;","Which long for death, but it
cometh not; and dig for it more than for hid treasures;
"
JOB_003_021,JOB,3,21,American Standard Version (1901),"World English Bible, British Edition",0.75,"Who long for death, but it cometh not, And dig for it more than for hid treasures;","who long for death, but it doesn’t come;
and dig for it more than for hidden treasures,
"
